segmento_id,dia,hora,nivel_congestion,velocidad_kmh,carga_vehicular,construccion_vial,tipo_dia,hora_entrada_est,hora_salida_est,hora_entrada_trab,hora_salida_trab,tipo_vehiculo,ruta_id,orden,paradas_cercanas
3,2025-01-01,07:00,4,31,1107,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-01,07:00,4,31,1107,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-01,07:00,4,29,1056,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-01,07:00,4,30,1147,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-01,07:00,4,32,1164,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,07:00,3,40,808,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-01,07:00,4,33,1188,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,07:00,4,26,1088,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-01,07:00,4,31,1131,1,Miércoles,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-01,08:00,3,39,867,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,08:00,3,39,867,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,08:00,4,26,1150,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-01,08:00,3,44,889,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-01,08:00,3,44,889,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-01,08:00,3,42,896,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-01,08:00,4,25,1107,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-01,08:00,2,53,581,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,08:00,4,27,1084,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-01,08:00,4,25,1153,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,08:00,4,31,1097,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-01,08:00,3,42,813,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-01,09:00,1,63,226,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,1,1.0
1,2025-01-01,09:00,1,63,226,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,3,1.0
2,2025-01-01,09:00,1,55,289,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-01,09:00,1,61,246,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-01,09:00,1,61,246,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-01,09:00,1,63,267,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-01,09:00,2,52,528,1,Miércoles,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-01,09:00,1,61,266,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-01,09:00,2,46,520,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-01,09:00,1,59,272,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-01,09:00,1,58,330,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-01,09:00,1,59,232,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-01,10:00,1,59,325,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,10:00,1,59,325,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,10:00,1,58,261,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-01,10:00,1,64,215,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-01,10:00,1,64,215,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-01,10:00,1,59,291,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-01,10:00,1,57,318,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-01,10:00,1,62,295,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,10:00,1,57,205,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-01,10:00,1,59,205,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-01,10:00,1,58,247,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-01,10:00,1,55,353,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-01,11:00,1,58,270,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-01,11:00,1,58,270,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-01,11:00,1,64,329,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-01,11:00,1,64,271,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-01,11:00,1,64,271,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-01,11:00,1,58,238,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,11:00,1,57,197,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-01,11:00,1,60,289,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-01,11:00,1,58,297,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-01,11:00,1,59,246,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-01,11:00,1,58,242,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-01,11:00,1,64,300,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-01,12:00,3,41,921,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-01,12:00,3,41,921,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-01,12:00,1,63,308,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-01,12:00,2,48,649,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-01,12:00,2,48,649,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-01,12:00,3,42,773,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,12:00,2,49,590,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-01,12:00,2,49,459,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-01,12:00,2,47,558,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-01,12:00,3,39,836,1,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,12:00,2,51,643,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-01,12:00,2,52,546,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-01,13:00,3,40,820,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-01,13:00,3,40,820,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-01,13:00,2,45,568,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-01,13:00,4,26,1149,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-01,13:00,4,26,1149,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-01,13:00,2,49,579,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,13:00,3,44,853,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-01,13:00,1,61,225,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,13:00,3,37,825,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-01,13:00,3,40,938,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,13:00,2,54,653,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-01,13:00,3,43,763,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-01,14:00,1,60,255,1,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,14:00,1,60,255,1,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,14:00,1,56,245,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-01,14:00,2,48,546,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-01,14:00,2,48,546,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-01,14:00,1,57,294,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,14:00,1,59,241,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-01,14:00,1,57,285,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-01,14:00,1,56,244,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-01,14:00,1,63,247,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,14:00,1,57,322,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-01,14:00,1,64,252,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-01,15:00,1,61,223,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,15:00,1,61,223,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,15:00,2,51,555,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-01,15:00,1,60,255,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-01,15:00,1,60,255,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-01,15:00,2,45,543,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-01,15:00,1,62,276,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-01,15:00,1,58,301,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-01,15:00,1,58,290,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-01,15:00,1,55,337,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-01,15:00,1,57,260,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-01,15:00,1,59,212,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-01,16:00,4,33,1049,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-01,16:00,4,33,1049,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-01,16:00,5,21,1455,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-01,16:00,4,33,1081,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-01,16:00,4,33,1081,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-01,16:00,5,23,1347,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-01,16:00,5,21,1381,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-01,16:00,5,24,1362,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,16:00,4,29,1090,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-01,16:00,4,33,1123,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,16:00,4,33,1134,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-01,16:00,4,34,1116,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-01,17:00,5,23,1363,1,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,17:00,5,23,1363,1,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,17:00,4,34,1186,1,Miércoles,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-01,17:00,5,19,1354,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-01,17:00,5,19,1354,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-01,17:00,5,23,1422,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,17:00,5,20,1424,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-01,17:00,5,15,1384,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-01,17:00,4,34,976,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-01,17:00,4,27,1082,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-01,17:00,5,24,1411,1,Miércoles,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-01,17:00,4,29,1216,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-01,18:00,4,30,1090,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,1,1.0
1,2025-01-01,18:00,4,30,1090,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,3,1.0
2,2025-01-01,18:00,5,24,1431,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-01,18:00,4,27,1025,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-01,18:00,4,27,1025,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-01,18:00,5,15,1368,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,18:00,4,27,1106,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-01,18:00,4,33,1171,1,Miércoles,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-01,18:00,4,26,1162,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-01,18:00,4,33,1084,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-01,18:00,4,30,1005,0,Miércoles,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-01,18:00,4,30,990,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-01,19:00,2,50,420,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,19:00,2,50,420,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,19:00,1,55,269,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-01,19:00,1,57,274,0,Miércoles,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-01,19:00,1,57,274,0,Miércoles,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-01,19:00,1,61,198,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-01,19:00,1,58,335,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-01,19:00,2,54,595,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,19:00,2,48,584,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-01,19:00,1,63,359,0,Miércoles,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-01,19:00,1,60,275,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-01,19:00,1,62,263,0,Miércoles,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-01,20:00,1,60,349,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-01,20:00,1,60,349,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-01,20:00,1,56,337,0,Miércoles,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-01,20:00,1,61,179,0,Miércoles,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-01,20:00,1,61,179,0,Miércoles,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-01,20:00,1,59,216,0,Miércoles,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-01,20:00,1,64,297,0,Miércoles,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-01,20:00,1,63,303,0,Miércoles,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-01,20:00,1,59,263,0,Miércoles,07:00,12:00,08:00,17:00,moto,R3,1,0.0
